PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
594,310301535,117092510,Inactive,35,,,26.01
595,310295679,117086967,Inactive,35,,,26
596,310301071,95930287,Inactive,35,,,25.97
597,310289682,117081361,Inactive,35,,,25.97
598,310297296,117088479,Inactive,35,,,25.95
599,310291925,117083460,Inactive,35,,,25.95
600,310295774,117087051,Inactive,35,,,25.94
601,310293438,117084873,Inactive,35,,,25.94
602,310286747,117078631,Inactive,35,,,25.93
603,310300197,117091232,Inactive,35,,,25.93
604,310298212,117089344,Inactive,35,,,25.93
605,310293154,117084610,Inactive,35,,,25.92
606,310295339,117086647,Inactive,35,,,25.86
607,310286944,117078785,Inactive,35,,,25.86
608,310288302,117080044,Inactive,35,,,25.84
609,310284671,11713159,Inactive,35,,,25.83
610,310300621,117091635,Inactive,35,,,25.83
611,310299693,117090754,Inactive,35,,,25.74
612,310302727,117093621,Inactive,35,,,25.73
613,310295740,117087022,Inactive,35,,,25.71
614,310300132,117091170,Inactive,34,,,25.67
615,310293662,117085080,Inactive,34,,,25.67
616,310291404,117082971,Inactive,34,,,25.67
617,310301280,21995197,Inactive,34,,,25.66
618,310292719,117084204,Inactive,34,,,25.64
619,310288495,117080227,Inactive,34,,,25.62
620,310286851,117078708,Inactive,34,,,25.57
621,310303653,117094487,Inactive,34,,,25.55
622,310293590,117085012,Inactive,34,,,25.52
623,310290174,117081831,Inactive,34,,,25.51
624,310296554,117087780,Inactive,34,,,25.5
625,310290962,117082560,Inactive,34,,,25.49
626,310297151,117088339,Inactive,34,,,25.47
627,310292304,117083813,Inactive,34,,,25.44
628,310284250,117075515,Inactive,34,,,25.44
629,310293476,117084906,Inactive,34,,,25.44
630,310299511,117090580,Inactive,34,,,25.43
631,310293806,117085215,Inactive,34,,,25.43
632,310284554,117075960,Inactive,34,,,25.42
633,310296404,117087644,Inactive,34,,,25.42
634,310293143,117084600,Inactive,34,,,25.41
635,310297411,117088585,Inactive,34,,,25.4
636,310285388,136962197,Inactive,34,,,25.38
637,310286403,117078056,Inactive,34,,,25.38
638,310284399,117075720,Inactive,34,,,25.37
639,310300800,117091808,Inactive,34,,,25.36
640,310286456,117078134,Inactive,34,,,25.36
641,310292787,117084270,Inactive,34,,,25.35
642,310303596,117094435,Inactive,34,,,25.33
643,310284256,117075522,Inactive,34,,,25.31
644,310289701,117081380,Inactive,34,,,25.31
645,310287449,117079268,Inactive,34,,,25.31
646,310284583,136962152,Inactive,34,,,25.29
647,310295611,117086901,Inactive,34,,,25.28
648,310303565,117094405,Inactive,34,,,25.27
649,310285023,117076321,Inactive,34,,,25.25
650,310297613,117088778,Inactive,34,,,25.25
651,310295227,117086541,Inactive,34,,,25.24
652,310301577,117092548,Inactive,34,,,25.24
653,310298179,117089313,Inactive,34,,,25.24
654,310303091,117093958,Inactive,34,,,25.24
655,310299746,117090804,Inactive,34,,,25.16
656,310293770,117085182,Inactive,34,,,25.15
657,310293745,117085157,Inactive,34,,,25.14
658,310286255,136962243,Inactive,34,,,25.11
659,310291378,117082946,Inactive,34,,,25.1
660,310302833,117093719,Inactive,34,,,25.09
661,310295125,117086444,Inactive,34,,,25.08
662,310288874,117080591,Inactive,34,,,25.07
663,310291154,117082734,Inactive,34,,,25.04
664,310290702,117082321,Inactive,34,,,24.99
665,310301276,117092262,Inactive,34,,,24.99
666,310292562,117084059,Inactive,34,,,24.97
667,310286815,117078679,Inactive,34,,,24.95
668,310301908,117092858,Inactive,33,,,24.95
669,310285412,117076867,Inactive,33,,,24.94
670,310296009,117087273,Inactive,33,,,24.92
671,310297769,117088926,Inactive,33,,,24.92
672,310282946,117073992,Inactive,33,,,24.92
673,310291989,117083522,Inactive,33,,,24.92
674,310300760,117091769,Inactive,33,,,24.91
675,310300333,117091361,Inactive,33,,,24.89
676,310287328,117079157,Inactive,33,,,24.89
677,310290903,117082509,Inactive,33,,,24.88
678,310293992,117085386,Inactive,33,,,24.85
679,310293469,117084899,Inactive,33,,,24.85
680,310295595,117086886,Inactive,33,,,24.77
681,310294968,117086299,Inactive,33,,,24.77
682,310303788,117094610,Inactive,33,,,24.76
683,310285285,136962174,Inactive,33,,,24.75
684,310299413,117090488,Inactive,33,,,24.73
685,310301551,117092524,Inactive,33,,,24.73
686,310301867,117092819,Inactive,33,,,24.73
687,310288856,117080573,Inactive,33,,,24.72
688,310284322,117075623,Inactive,33,,,24.72
689,310300293,117091324,Inactive,33,,,24.7
690,310297364,117088541,Inactive,33,,,24.68
691,310290972,117082569,Inactive,33,,,24.68
692,310292565,117084062,Inactive,33,,,24.67
693,310294163,117085554,Inactive,33,,,24.66
694,310300582,112931352,Inactive,33,,,24.66
695,310300958,117091960,Inactive,33,,,24.66
696,310285609,136962224,Inactive,33,,,24.65
697,310286561,117078309,Inactive,33,,,24.65
698,310291805,117083348,Inactive,33,,,24.64
699,310283066,117074137,Inactive,33,,,24.62
700,310284573,117075989,Inactive,33,,,24.62
701,310288279,117080022,Inactive,33,,,24.61
702,310285464,136962203,Inactive,33,,,24.6
703,310301419,117092398,Inactive,33,,,24.59
704,310303251,117094109,Inactive,33,,,24.58
705,310285974,87254268,Inactive,33,,,24.58
706,310295412,117086713,Inactive,33,,,24.53
707,310292490,117083990,Inactive,33,,,24.52
708,310293470,117084900,Inactive,33,,,24.5
709,310283472,117074766,Inactive,33,,,24.49
710,310287061,117078909,Inactive,33,,,24.48
711,310291176,117082753,Inactive,33,,,24.44
712,310285682,136962232,Inactive,33,,,24.44
713,310296844,117088050,Inactive,33,,,24.43
714,310300551,117091568,Inactive,33,,,24.42
715,310287011,117078837,Inactive,33,,,24.42
716,310284740,58082451,Inactive,33,,,24.4
717,310302011,117092955,Inactive,33,,,24.36
718,310292113,117083634,Inactive,33,,,24.35
719,310303233,117094092,Inactive,33,,,24.31
720,310285462,136962201,Inactive,33,,,24.3
721,310303391,117094242,Inactive,33,,,24.29
722,310300173,117091209,Inactive,33,,,24.29
723,310295145,117086463,Inactive,33,,,24.27
724,310300979,117091981,Inactive,33,,,24.25
725,310284109,117075329,Inactive,33,,,24.25
726,310296222,117087474,Inactive,33,,,24.22
727,310283445,117074732,Inactive,33,,,24.22
728,310294235,117085622,Inactive,32,,,24.19
729,310295647,117086936,Inactive,32,,,24.19
730,310296369,117087611,Inactive,32,,,24.18
731,310285525,136962208,Inactive,32,,,24.17
732,310302153,117093084,Inactive,32,,,24.16
733,310301605,117092576,Inactive,32,,,24.16
734,310295875,117087148,Inactive,32,,,24.14
735,310297633,117088796,Inactive,32,,,24.12
736,310289538,117081223,Inactive,32,,,24.11
737,310286133,117077678,Inactive,32,,,24.1
738,310293539,117084966,Inactive,32,,,24.1
739,310299580,117090647,Inactive,32,,,24.1
740,310292740,117084225,Inactive,32,,,24.08
741,310286885,117078737,Inactive,32,,,24.07
742,310284549,117075952,Inactive,32,,,24.06
743,310285620,117077133,Inactive,32,,,24.05
744,310299575,117090643,Inactive,32,,,24.04
745,310301691,117092655,Inactive,32,,,24.04
746,310286639,117078459,Inactive,32,,,24.02
747,310283274,117074500,Inactive,32,,,24.01
748,310293353,117084790,Inactive,32,,,24
749,310290780,117082394,Inactive,32,,,24
750,310284201,117075445,Inactive,32,,,23.97
751,310293525,117084952,Inactive,32,,,23.95
752,310293685,117085102,Inactive,32,,,23.93
753,310302386,117093303,Inactive,32,,,23.91
754,310297387,117088563,Inactive,32,,,23.91
755,310293126,117084584,Inactive,32,,,23.89
756,310290883,117082489,Inactive,32,,,23.88
757,310300438,117091463,Inactive,32,,,23.88
758,310283411,117074691,Inactive,32,,,23.87
759,310283926,25222038,Inactive,32,,,23.86
760,310296456,117087692,Inactive,32,,,23.86
761,310286857,117078714,Inactive,32,,,23.84
762,310297367,117088544,Inactive,32,,,23.84
763,310282588,117073707,Inactive,32,,,23.84
764,310287456,117079274,Inactive,32,,,23.82
765,310284928,25221469,Inactive,32,,,23.8
766,310287388,117079213,Inactive,32,,,23.76
767,310285133,117076484,Inactive,32,,,23.76
768,310302935,117093815,Inactive,32,,,23.76
769,310301686,117092651,Inactive,32,,,23.74
770,310300024,117091070,Inactive,32,,,23.72
771,310295354,117086660,Inactive,32,,,23.7
772,310284418,117075749,Inactive,32,,,23.69
773,310293112,117084570,Inactive,32,,,23.68
774,310295937,117087205,Inactive,32,,,23.67
775,310290545,117082174,Inactive,32,,,23.64
776,310287384,117079209,Inactive,32,,,23.64
777,310303071,117093938,Inactive,32,,,23.63
778,310301466,117092445,Inactive,32,,,23.63
779,310302218,117093147,Inactive,32,,,23.61
780,310290351,117081989,Inactive,32,,,23.6
781,310302130,117093061,Inactive,32,,,23.55
782,310292399,117083905,Inactive,32,,,23.54
783,310303170,117094033,Inactive,32,,,23.53
784,310300833,117091839,Inactive,32,,,23.53
785,310295006,117086330,Inactive,32,,,23.52
786,310301372,117092352,Inactive,32,,,23.51
787,310284223,117075480,Inactive,32,,,23.5
788,310299900,117090952,Inactive,32,,,23.5
789,310290785,117082399,Inactive,32,,,23.49
790,310286114,117077649,Inactive,31,,,23.47
791,310298396,117089519,Inactive,31,,,23.47
792,310289078,117080787,Inactive,31,,,23.45
793,310296071,117087331,Inactive,31,,,23.44
794,310285835,117077360,Inactive,31,,,23.43
795,310297968,117089111,Inactive,31,,,23.42
796,310289104,117080810,Inactive,31,,,23.42
797,310291104,117082690,Inactive,31,,,23.4
798,310283473,117074767,Inactive,31,,,23.39
799,310295083,117086406,Inactive,31,,,23.38
800,310291594,117083150,Inactive,31,,,23.36
801,310298679,117089788,Inactive,31,,,23.35
802,310287164,117079004,Inactive,31,,,23.33
803,310303110,117093975,Inactive,31,,,23.31
804,310300961,117091963,Inactive,31,,,23.31
805,310293454,117084887,Inactive,31,,,23.31
806,310296247,117087496,Inactive,31,,,23.31
807,310288679,117080404,Inactive,31,,,23.3
808,310291153,117082733,Inactive,31,,,23.3
809,310282592,117073711,Inactive,31,,,23.3
810,310293536,117084963,Inactive,31,,,23.29
811,310291085,117082672,Inactive,31,,,23.29
812,310294276,117085659,Inactive,31,,,23.27
813,310285561,136962215,Inactive,31,,,23.26
814,310287486,117079304,Inactive,31,,,23.25
815,310292370,117083878,Inactive,31,,,23.25
816,310284933,117076260,Inactive,31,,,23.24
817,310294216,117085603,Inactive,31,,,23.24
818,310293820,117085228,Inactive,31,,,23.24
819,310287856,117079629,Inactive,31,,,23.18
820,310286998,117078829,Inactive,31,,,23.17
821,310285229,117076618,Inactive,31,,,23.15
822,310302419,117093334,Inactive,31,,,23.13
823,310296410,117087648,Inactive,31,,,23.13
824,310289531,117081216,Inactive,31,,,23.1
825,310292925,117084399,Inactive,31,,,23.1
826,310284643,44129168,Inactive,31,,,23.09
827,310297928,117089074,Inactive,31,,,23.09
828,310283894,117075116,Inactive,31,,,23.09
829,310297982,117089123,Inactive,31,,,23.05
830,310289135,117080840,Inactive,31,,,23.05
831,310295580,117086871,Inactive,31,,,23.05
832,310291208,117082783,Inactive,31,,,23.04
833,310284890,117076234,Inactive,31,,,23.04
834,310294728,117086077,Inactive,31,,,23.02
835,310292408,117083914,Inactive,31,,,23.01
836,310289369,117081062,Inactive,31,,,22.99
837,310285598,117077102,Inactive,31,,,22.99
838,310292402,117083908,Inactive,31,,,22.99
839,310282757,136962125,Inactive,31,,,22.98
840,310289155,117080860,Inactive,31,,,22.98
841,310300918,117091920,Inactive,31,,,22.98
842,310301009,117092011,Inactive,31,,,22.94
843,310300307,117091338,Inactive,31,,,22.94
844,310296308,117087553,Inactive,31,,,22.94
845,310285688,136962234,Inactive,31,,,22.92
846,310302957,117093836,Inactive,31,,,22.92
847,310289510,117081196,Inactive,31,,,22.91
848,310302874,117093758,Inactive,31,,,22.9
849,310303194,117094056,Inactive,31,,,22.89
850,310283005,21948559,Inactive,31,,,22.89
851,310283703,44444027,Inactive,31,,,22.88
852,310292033,117083561,Inactive,31,,,22.87
853,310296944,117088145,Inactive,31,,,22.86
854,310292801,117084283,Inactive,31,,,22.85
855,310300798,117091806,Inactive,31,,,22.85
856,310289241,117080941,Inactive,31,,,22.81
857,310293647,117085065,Inactive,31,,,22.81
858,310285939,117077440,Inactive,31,,,22.81
859,310303663,117094495,Inactive,31,,,22.78
860,310286878,72946660,Inactive,31,,,22.78
861,310294013,117085407,Inactive,31,,,22.75
862,310299812,117090869,Inactive,31,,,22.75
863,310286887,117078739,Inactive,30,,,22.74
864,310291178,117082755,Inactive,30,,,22.74
865,310300038,117091083,Inactive,30,,,22.73
866,310284321,117075622,Inactive,30,,,22.72
867,310300140,117091176,Inactive,30,,,22.69
868,310285354,136962192,Inactive,30,,,22.66
869,310283009,117074043,Inactive,30,,,22.66
870,310284105,117075323,Inactive,30,,,22.65
871,310302498,117093407,Inactive,30,,,22.64
872,310292292,117083801,Inactive,30,,,22.63
873,310292894,117084371,Inactive,30,,,22.61
874,310300092,117091133,Inactive,30,,,22.59
875,310290996,117082591,Inactive,30,,,22.59
876,310294895,117086231,Inactive,30,,,22.58
877,310298003,112926968,Inactive,30,,,22.58
878,310292279,117083789,Inactive,30,,,22.56
879,310299788,117090845,Inactive,30,,,22.53
880,310290095,117081759,Inactive,30,,,22.53
881,310302617,117093518,Inactive,30,,,22.52
882,310295446,117086745,Inactive,30,,,22.52
883,310293819,117085227,Inactive,30,,,22.51
884,310291820,117083363,Inactive,30,,,22.5
885,310297710,117088870,Inactive,30,,,22.5
886,310282781,117073863,Inactive,30,,,22.48
887,310290985,117082581,Inactive,30,,,22.46
888,310290032,117081701,Inactive,30,,,22.46
889,310296118,117087374,Inactive,30,,,22.44
890,310302531,117093437,Inactive,30,,,22.44
891,310303780,117094603,Inactive,30,,,22.41
892,310294122,117085513,Inactive,30,,,22.41
893,310300895,117091900,Inactive,30,,,22.4
894,310295636,117086925,Inactive,30,,,22.39
895,310288812,117080531,Inactive,30,,,22.38
896,310282789,59588185,Inactive,30,,,22.37
897,310290347,117081986,Inactive,30,,,22.36
898,310289513,117081199,Inactive,30,,,22.36
899,310300233,117091266,Inactive,30,,,22.36
900,310287821,117079599,Inactive,30,,,22.35
901,310301477,117092456,Inactive,30,,,22.34
902,310286615,117078414,Inactive,30,,,22.34
903,310286714,117078591,Inactive,30,,,22.34
904,310286530,117078259,Inactive,30,,,22.3
905,310291800,117083343,Inactive,30,,,22.3
906,310294871,117086209,Inactive,30,,,22.3
907,310285112,117076457,Inactive,30,,,22.3
908,310303047,117093917,Inactive,30,,,22.28
909,310284533,117075923,Inactive,30,,,22.27
910,310290786,117082400,Inactive,30,,,22.27
911,310286948,117078789,Inactive,30,,,22.26
912,310288458,117080190,Inactive,30,,,22.25
913,310285690,136962236,Inactive,30,,,22.25
914,310301082,117092078,Inactive,30,,,22.24
915,310292637,117084126,Inactive,30,,,22.24
916,310303498,117094341,Inactive,30,,,22.24
917,310298782,117089882,Inactive,30,,,22.22
918,310302780,117093668,Inactive,30,,,22.22
919,310295104,117086425,Inactive,30,,,22.22
920,310294498,117085868,Inactive,30,,,22.2
921,310283326,117074587,Inactive,30,,,22.2
922,310292494,117083993,Inactive,30,,,22.18
923,310301339,117092319,Inactive,30,,,22.15
924,310293242,117084689,Inactive,30,,,22.14
925,310302928,117093809,Inactive,30,,,22.13
926,310284642,58164051,Inactive,30,,,22.12
927,310292157,117083674,Inactive,30,,,22.12
928,310290390,117082025,Inactive,30,,,22.12
929,310292843,117084323,Inactive,30,,,22.12
930,310301288,117092273,Inactive,30,,,22.11
931,310292329,117083838,Inactive,30,,,22.1
932,310299564,117090632,Inactive,30,,,22.09
933,310293315,117084756,Inactive,30,,,22.08
934,310300884,117091890,Inactive,30,,,22.08
935,310303614,117094453,Inactive,30,,,22.08
936,310298419,117089541,Inactive,30,,,22.08
937,310295904,117087176,Inactive,30,,,22.07
938,310301662,117092630,Inactive,30,,,22.05
939,310284622,117076062,Inactive,30,,,22.05
940,310289697,117081376,Inactive,30,,,22.04
941,310300312,117091343,Inactive,30,,,22.03
942,310290417,117082050,Inactive,30,,,22.02
943,310298330,117089457,Inactive,30,,,22.02
944,310288451,117080184,Inactive,30,,,22.02
945,310289505,117081192,Inactive,30,,,22.02
946,310284289,117075579,Inactive,29,,,21.99
947,310302639,117093539,Inactive,29,,,21.99
948,310303430,117094279,Inactive,29,,,21.97
949,310301115,117092109,Inactive,29,,,21.97
950,310300135,117091172,Inactive,29,,,21.97
951,310292282,117083792,Inactive,29,,,21.96
952,310290267,117081914,Inactive,29,,,21.93
953,310298382,117089505,Inactive,29,,,21.91
954,310292167,117083682,Inactive,29,,,21.91
955,310302432,117093345,Inactive,29,,,21.89
956,310295615,117086904,Inactive,29,,,21.88
957,310291963,117083497,Inactive,29,,,21.87
958,310292179,117083694,Inactive,29,,,21.85
959,310298563,117089678,Inactive,29,,,21.85
960,310297094,117088285,Inactive,29,,,21.85
961,310303485,117094331,Inactive,29,,,21.84
962,310294618,117085976,Inactive,29,,,21.84
963,310302651,117093549,Inactive,29,,,21.84
964,310303738,117094565,Inactive,29,,,21.8
965,310302136,117093067,Inactive,29,,,21.79
966,310286797,117078668,Inactive,29,,,21.79
967,310283464,117074758,Inactive,29,,,21.77
968,310284593,117076023,Inactive,29,,,21.77
969,310286455,117078132,Inactive,29,,,21.73
970,310296209,117087462,Inactive,29,,,21.72
971,310296851,117088056,Inactive,29,,,21.72
972,310302192,117093122,Inactive,29,,,21.7
973,310299835,117090891,Inactive,29,,,21.69
974,310301858,117092810,Inactive,29,,,21.69
975,310288377,117080112,Inactive,29,,,21.69
976,310284760,25154892,Inactive,29,,,21.67
977,310294095,117085486,Inactive,29,,,21.67
978,310301331,117092312,Inactive,29,,,21.65
979,310289504,117081191,Inactive,29,,,21.65
980,310293046,117084510,Inactive,29,,,21.62
981,310292479,117083980,Inactive,29,,,21.62
982,310295187,117086501,Inactive,29,,,21.62
983,310295150,117086468,Inactive,29,,,21.62
984,310301163,117092156,Inactive,29,,,21.61
985,310289872,117081544,Inactive,29,,,21.59
986,310301467,117092446,Inactive,29,,,21.59
987,310295053,117086376,Inactive,29,,,21.58
988,310288746,117080470,Inactive,29,,,21.56
989,310296229,117087480,Inactive,29,,,21.55
990,310300377,117091402,Inactive,29,,,21.54
991,310297761,117088918,Inactive,29,,,21.52
992,310300606,117091620,Inactive,29,,,21.52
993,310283277,136962132,Inactive,29,,,21.52
994,310290138,117081798,Inactive,29,,,21.52
995,310298692,117089799,Inactive,29,,,21.51
996,310294347,117085726,Inactive,29,,,21.51
997,310286722,117078607,Inactive,29,,,21.5
998,310295629,117086918,Inactive,29,,,21.5
999,310288288,117080031,Inactive,29,,,21.49
1000,310301543,117092516,Inactive,29,,,21.47
1001,310302913,117093794,Inactive,29,,,21.47
1002,310303216,117094076,Inactive,29,,,21.47
1003,310300334,117091362,Inactive,29,,,21.42
1004,310288583,117080311,Inactive,29,,,21.42
1005,310297805,117088961,Inactive,29,,,21.41
1006,310283763,117075019,Inactive,29,,,21.41
1007,310283805,117075049,Inactive,29,,,21.41
1008,310300177,117091213,Inactive,29,,,21.4
1009,310297005,117088203,Inactive,29,,,21.39
1010,310295746,117087027,Inactive,29,,,21.39
1011,310286550,117078289,Inactive,29,,,21.38
1012,310295091,117086414,Inactive,29,,,21.37
1013,310301813,117092766,Inactive,29,,,21.36
1014,310286958,117078798,Inactive,29,,,21.34
1015,310300174,117091210,Inactive,29,,,21.34
1016,310288709,117080433,Inactive,29,,,21.33
1017,310286141,117077687,Inactive,29,,,21.33
1018,310286838,117078699,Inactive,29,,,21.31
1019,310300338,117091366,Inactive,29,,,21.3
1020,310293891,117085294,Inactive,29,,,21.29
1021,310295204,117086518,Inactive,28,,,21.26
1022,310301103,117092097,Inactive,28,,,21.26
1023,310298339,117089464,Inactive,28,,,21.25
1024,310293677,117085094,Inactive,28,,,21.24
1025,310288484,117080216,Inactive,28,,,21.23
1026,310288246,117079989,Inactive,28,,,21.23
1027,310302761,117093651,Inactive,28,,,21.21
1028,310299609,117090675,Inactive,28,,,21.2
1029,310301026,117092028,Inactive,28,,,21.18
1030,310298201,117089334,Inactive,28,,,21.17
